status,lead_source,owner_role,owner_department,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,lead_is_converted
Nurturing,Partner Referral,SDR,Sales,2,1,1,1,408,855,-226.0,-254.0,0
Nurturing,Event,SDR,Sales,2,1,1,0,256,430,156.0,128.0,0
Open,Outbound,AE,Sales,3,0,3,0,708,20,460.0,437.0,0
Working,Inbound,SDR,Sales,3,1,2,1,340,-342,518.0,514.0,0
Qualified,Web,SDR,Sales,6,3,3,3,478,-288,-383.0,-409.0,1
Qualified,Partner Referral,SDR,Sales,7,4,3,4,872,-186,-792.0,-809.0,1
Qualified,Trade Show,BDR,Sales,3,0,3,0,86,234,-39.0,-42.0,0
Working,Outbound,SDR,Sales,3,2,1,1,1144,-861,-900.0,-906.0,0
Open,Event,BDR,Sales,2,1,1,2,359,-14,253.0,247.0,0
Nurturing,Event,SDR,Sales,3,3,0,1,453,294,392.0,372.0,0
Nurturing,Outbound,SDR,Sales,3,1,2,2,674,-659,-331.0,-356.0,0
Open,Event,SDR,Sales,6,3,3,3,1247,230,-1260.0,-1274.0,1
Open,Trade Show,BDR,Sales,3,3,0,3,1322,-223,-1047.0,-1051.0,1
Working,Trade Show,BDR,Sales,3,2,1,1,77,1458,-16.0,-22.0,0
Open,Partner Referral,SDR,Sales,6,3,3,1,156,228,286.0,278.0,1
Open,Trade Show,SDR,Sales,5,4,1,2,1353,-850,-1273.0,-1293.0,1
Qualified,Outbound,SDR,Sales,7,2,5,4,1255,194,-1145.0,-1163.0,1
Open,Event,BDR,Sales,3,2,1,2,298,499,-255.0,-272.0,0
Nurturing,Event,BDR,Sales,3,0,3,1,95,169,18.0,16.0,1
Open,Partner Referral,SDR,Sales,1,0,1,0,842,443,-853.0,-868.0,1
Working,Outbound,SDR,Sales,1,0,1,0,339,1025,-276.0,-278.0,1
Working,Event,BDR,Sales,4,1,3,1,405,5,-122.0,-138.0,1
Nurturing,Inbound,BDR,Sales,4,1,3,2,506,253,-414.0,-438.0,1
Open,Inbound,BDR,Sales,6,4,2,1,660,-85,-509.0,-537.0,1
Nurturing,Event,BDR,Sales,8,4,4,3,596,6,-497.0,-519.0,0
Open,Partner Referral,SDR,Sales,4,2,2,1,1073,-171,-824.0,-844.0,0
Nurturing,Event,SDR,Sales,6,4,2,1,885,-744,-648.0,-658.0,0
Open,Inbound,AE,Sales,2,2,0,2,136,1220,388.0,371.0,1
Qualified,Trade Show,SDR,Sales,2,0,2,1,480,427,-239.0,-253.0,1
Qualified,Event,SDR,Sales,5,2,3,3,1098,-815,-715.0,-724.0,1
Open,Event,SDR,Sales,6,3,3,1,1157,378,-638.0,-649.0,0
Working,Web,BDR,Sales,2,2,0,1,633,-53,-630.0,-647.0,0
Qualified,Trade Show,BDR,Sales,7,1,6,2,623,-21,-593.0,-608.0,1
Qualified,Trade Show,AE,Sales,1,0,1,0,182,73,445.0,431.0,0
Qualified,Trade Show,BDR,Sales,3,1,2,0,1085,-669,-377.0,-385.0,0
Qualified,Event,SDR,Sales,3,3,0,0,1324,63,-440.0,-470.0,1
Open,Web,SDR,Sales,3,2,1,1,522,819,-105.0,-128.0,0
Open,Outbound,BDR,Sales,0,0,0,0,86,1005,,,1
Qualified,Inbound,BDR,Sales,3,3,0,1,408,156,511.0,505.0,0
Working,Partner Referral,SDR,Sales,6,1,5,0,214,1092,148.0,133.0,1
Qualified,Partner Referral,SDR,Sales,3,2,1,1,1188,-392,-979.0,-983.0,1
Open,Event,BDR,Sales,4,3,1,1,456,-111,-26.0,-39.0,0
Working,Partner Referral,AE,Sales,4,1,3,0,486,935,103.0,91.0,0
Nurturing,Web,BDR,Sales,3,2,1,2,1451,-1340,-1321.0,-1337.0,1
Qualified,Partner Referral,SDR,Sales,5,4,1,4,743,159,-686.0,-714.0,1
Qualified,Inbound,SDR,Sales,1,0,1,0,1404,-17,-820.0,-821.0,0
Working,Inbound,SDR,Sales,3,1,2,1,1039,-852,-865.0,-873.0,1
Qualified,Inbound,SDR,Sales,1,1,0,0,978,-872,-16.0,-28.0,1
Nurturing,Trade Show,BDR,Sales,2,1,1,0,1206,-631,14.0,-12.0,1
Working,Web,AE,Sales,2,2,0,1,832,589,-611.0,-627.0,1
Open,Trade Show,BDR,Sales,4,2,2,2,1088,-687,-998.0,-1024.0,0
Open,Outbound,BDR,Sales,1,0,1,1,19,545,839.0,810.0,0
Qualified,Web,BDR,Sales,4,0,4,2,1358,-1378,-1010.0,-1024.0,0
Qualified,Event,BDR,Sales,5,0,5,3,604,-40,-516.0,-520.0,1
Open,Web,AE,Sales,4,2,2,2,542,152,730.0,725.0,1
Working,Inbound,BDR,Sales,5,0,5,1,1098,-332,-977.0,-997.0,1
Qualified,Event,BDR,Sales,4,1,3,1,321,-20,-280.0,-300.0,1
Qualified,Inbound,SDR,Sales,7,1,6,5,1094,-1055,-1027.0,-1034.0,1
Working,Event,BDR,Sales,5,4,1,2,976,-948,-741.0,-751.0,0
Qualified,Inbound,AE,Sales,5,2,3,3,1078,-823,-782.0,-790.0,1
Qualified,Event,BDR,Sales,4,2,2,1,1334,201,-1268.0,-1277.0,1
Open,Trade Show,BDR,Sales,8,5,3,4,380,119,-365.0,-380.0,1
Nurturing,Trade Show,SDR,Sales,3,1,2,2,748,128,-578.0,-581.0,0
Nurturing,Partner Referral,BDR,Sales,5,3,2,4,912,-410,-647.0,-665.0,1
Nurturing,Web,BDR,Sales,2,0,2,2,1302,-406,-938.0,-968.0,1
Nurturing,Outbound,SDR,Sales,8,5,3,4,463,1080,-396.0,-422.0,0
Working,Trade Show,SDR,Sales,1,1,0,0,889,654,279.0,265.0,0
Open,Event,BDR,Sales,2,1,1,0,1379,-877,-1369.0,-1382.0,1
Nurturing,Inbound,SDR,Sales,1,1,0,0,588,74,306.0,290.0,0
Nurturing,Event,BDR,Sales,2,0,2,0,771,811,-14.0,-28.0,0
Working,Outbound,BDR,Sales,3,0,3,0,1227,-743,-639.0,-644.0,1
Nurturing,Web,SDR,Sales,4,2,2,2,1014,188,-826.0,-835.0,1
Nurturing,Event,SDR,Sales,6,2,4,0,1026,-230,-960.0,-963.0,0
Working,Trade Show,BDR,Sales,5,2,3,2,283,1252,-228.0,-229.0,1
Working,Web,BDR,Sales,0,0,0,0,1386,-1037,,,1
Qualified,Trade Show,SDR,Sales,1,0,1,0,632,898,124.0,113.0,0
Open,Outbound,SDR,Sales,2,0,2,0,75,428,617.0,596.0,0
Nurturing,Outbound,BDR,Sales,2,1,1,1,929,688,390.0,386.0,1
Open,Web,SDR,Sales,2,2,0,0,1212,-550,77.0,66.0,0
Nurturing,Trade Show,SDR,Sales,4,3,1,2,554,709,-425.0,-439.0,1
Working,Outbound,BDR,Sales,3,3,0,1,478,451,-466.0,-481.0,0
Open,Event,AE,Sales,6,4,2,2,16,1180,495.0,465.0,0
Open,Event,BDR,Sales,7,3,4,4,1078,-1049,-491.0,-512.0,1
Nurturing,Event,BDR,Sales,6,1,5,4,449,310,-191.0,-198.0,1
Open,Web,BDR,Sales,5,2,3,3,639,831,-390.0,-408.0,0
Qualified,Outbound,SDR,Sales,4,1,3,1,628,-591,-270.0,-282.0,0
Qualified,Trade Show,BDR,Sales,2,1,1,0,1291,-187,-1155.0,-1181.0,1
Qualified,Partner Referral,BDR,Sales,5,4,1,0,406,113,-257.0,-274.0,0
Nurturing,Outbound,BDR,Sales,5,5,0,2,614,-12,-554.0,-557.0,1
Working,Outbound,BDR,Sales,1,1,0,0,1075,-54,-902.0,-916.0,0
Nurturing,Outbound,BDR,Sales,2,0,2,0,91,1142,-106.0,-114.0,0
Open,Event,AE,Sales,10,2,8,1,1440,52,-1405.0,-1431.0,0
Nurturing,Trade Show,AE,Sales,2,0,2,1,1272,-76,-1144.0,-1146.0,1
Nurturing,Trade Show,BDR,Sales,3,2,1,2,907,636,-372.0,-374.0,0
Qualified,Partner Referral,SDR,Sales,8,3,5,6,267,-179,142.0,128.0,1
Nurturing,Web,BDR,Sales,6,1,5,3,954,39,-77.0,-96.0,1
Working,Inbound,AE,Sales,6,3,3,2,1324,-1224,-1292.0,-1317.0,1
Nurturing,Inbound,SDR,Sales,1,1,0,0,1145,-1057,-1024.0,-1035.0,1
Qualified,Trade Show,BDR,Sales,2,2,0,1,1103,425,-1056.0,-1064.0,1
Working,Event,SDR,Sales,2,1,1,0,240,753,185.0,174.0,0
Qualified,Inbound,SDR,Sales,3,0,3,2,1262,-1225,-1250.0,-1253.0,0
Nurturing,Outbound,BDR,Sales,1,1,0,0,275,494,666.0,646.0,0
Working,Outbound,SDR,Sales,4,2,2,2,293,450,-279.0,-289.0,0
Qualified,Partner Referral,SDR,Sales,3,0,3,0,144,1391,-168.0,-173.0,0
Nurturing,Partner Referral,SDR,Sales,6,5,1,1,1041,-379,-824.0,-834.0,1
Working,Event,BDR,Sales,1,0,1,0,1281,-103,-1265.0,-1291.0,0
Open,Event,SDR,Sales,2,1,1,0,455,251,374.0,372.0,0
Working,Web,SDR,Sales,4,2,2,1,1168,-462,-1008.0,-1013.0,0
Working,Trade Show,SDR,Sales,9,4,5,5,1,1594,372.0,359.0,1
Open,Trade Show,AE,Sales,4,3,1,1,359,1291,-274.0,-296.0,1
Nurturing,Trade Show,SDR,Sales,2,0,2,1,927,-92,-118.0,-141.0,1
Qualified,Outbound,BDR,Sales,3,2,1,1,963,-383,-618.0,-644.0,0
Working,Outbound,SDR,Sales,2,2,0,1,829,-33,-193.0,-210.0,1
Working,Event,SDR,Sales,1,1,0,0,175,15,1070.0,1064.0,1
Working,Trade Show,AE,Sales,5,2,3,1,1307,-411,-1267.0,-1288.0,1
Nurturing,Trade Show,SDR,Sales,9,2,7,1,171,112,385.0,359.0,1
Open,Trade Show,BDR,Sales,3,2,1,2,281,333,-274.0,-276.0,0
Open,Partner Referral,SDR,Sales,5,3,2,0,391,1107,-241.0,-243.0,0
Open,Partner Referral,SDR,Sales,5,2,3,1,689,513,130.0,122.0,0
Open,Event,BDR,Sales,2,1,1,1,864,679,140.0,115.0,0
Open,Web,SDR,Sales,4,4,0,1,114,114,-73.0,-85.0,0
Qualified,Event,SDR,Sales,3,2,1,0,550,837,-174.0,-184.0,1
Working,Inbound,BDR,Sales,4,3,1,2,852,683,-849.0,-857.0,0
Working,Outbound,BDR,Sales,5,3,2,1,405,79,-151.0,-176.0,1
Open,Trade Show,SDR,Sales,3,2,1,0,460,536,-110.0,-135.0,1
Qualified,Partner Referral,SDR,Sales,4,2,2,2,796,-709,-754.0,-774.0,1
Open,Trade Show,BDR,Sales,1,0,1,0,13,746,1284.0,1262.0,0
Working,Partner Referral,AE,Sales,4,0,4,1,95,801,0.0,-15.0,1
Working,Event,AE,Sales,4,2,2,1,1399,-27,-1378.0,-1395.0,0
Qualified,Event,SDR,Sales,3,2,1,2,749,76,-626.0,-655.0,0
Open,Outbound,SDR,Sales,0,0,0,0,839,63,,,0
Qualified,Event,SDR,Sales,3,2,1,1,972,-175,-510.0,-517.0,0
Open,Event,BDR,Sales,5,1,4,1,907,-110,-465.0,-479.0,0
Qualified,Outbound,SDR,Sales,6,2,4,1,289,470,-57.0,-84.0,1
Working,Inbound,SDR,Sales,1,0,1,0,926,725,-786.0,-812.0,0
Qualified,Event,BDR,Sales,3,0,3,2,263,730,-87.0,-102.0,1
Working,Web,SDR,Sales,2,1,1,1,799,-56,-748.0,-769.0,1
Nurturing,Trade Show,BDR,Sales,5,2,3,3,722,833,-547.0,-553.0,0
Nurturing,Trade Show,BDR,Sales,1,1,0,1,1222,409,-1163.0,-1193.0,1
Qualified,Event,BDR,Sales,4,4,0,3,690,469,-681.0,-692.0,0
Nurturing,Web,BDR,Sales,3,2,1,1,117,-88,75.0,69.0,0
Open,Inbound,SDR,Sales,4,2,2,1,937,-788,5.0,0.0,0
Working,Web,SDR,Sales,0,0,0,0,1247,-107,,,0
Open,Outbound,BDR,Sales,3,1,2,2,1158,-54,-711.0,-715.0,1
Qualified,Web,AE,Sales,3,1,2,2,1058,-330,-59.0,-77.0,1
Open,Event,SDR,Sales,4,3,1,2,1428,126,-941.0,-950.0,0
Working,Outbound,AE,Sales,7,3,4,3,864,252,-850.0,-859.0,1
Open,Event,SDR,Sales,1,0,1,0,3,990,425.0,423.0,0
Working,Event,SDR,Sales,5,0,5,4,535,212,-16.0,-21.0,0
Nurturing,Partner Referral,SDR,Sales,4,2,2,3,470,871,-311.0,-328.0,0
Working,Inbound,SDR,Sales,4,4,0,0,1178,473,-1017.0,-1030.0,0
Open,Inbound,SDR,Sales,4,3,1,1,1088,114,-770.0,-786.0,1
Qualified,Web,BDR,Sales,2,2,0,0,245,115,-205.0,-225.0,1
Open,Trade Show,SDR,Sales,2,0,2,0,628,870,-637.0,-646.0,0
Working,Event,SDR,Sales,4,1,3,1,448,143,-167.0,-190.0,0
Qualified,Web,SDR,Sales,8,4,4,0,223,101,-7.0,-17.0,1
Working,Inbound,SDR,Sales,4,3,1,1,802,-452,-337.0,-344.0,0
Nurturing,Event,SDR,Sales,5,1,4,2,146,294,-4.0,-20.0,0
Nurturing,Inbound,AE,Sales,3,2,1,1,663,-185,-438.0,-463.0,1
Qualified,Partner Referral,AE,Sales,4,3,1,1,979,-988,-720.0,-726.0,0
Nurturing,Web,SDR,Sales,5,1,4,1,1226,369,-567.0,-573.0,0
Nurturing,Event,SDR,Sales,4,4,0,0,1159,-652,-1057.0,-1062.0,1
Qualified,Event,BDR,Sales,3,2,1,1,827,188,-742.0,-752.0,1
Open,Outbound,BDR,Sales,1,1,0,0,260,156,112.0,93.0,0
Working,Outbound,BDR,Sales,7,1,6,3,1085,-156,-995.0,-1023.0,0
Open,Web,BDR,Sales,6,3,3,1,801,303,-751.0,-756.0,1
Working,Partner Referral,BDR,Sales,4,2,2,1,800,551,-457.0,-467.0,0
Working,Event,SDR,Sales,2,0,2,0,1293,-1256,-322.0,-352.0,0
Working,Trade Show,BDR,Sales,3,1,2,0,1146,-80,-229.0,-248.0,0
Open,Partner Referral,SDR,Sales,5,1,4,2,1211,-1172,-1119.0,-1126.0,0
Nurturing,Partner Referral,SDR,Sales,4,2,2,2,1006,-1008,-930.0,-959.0,0
Working,Inbound,AE,Sales,5,3,2,1,567,-46,-555.0,-558.0,0
Open,Inbound,BDR,Sales,4,2,2,1,722,293,-413.0,-416.0,1
Working,Trade Show,SDR,Sales,5,2,3,2,62,1344,45.0,25.0,0
Open,Trade Show,BDR,Sales,2,1,1,1,291,10,223.0,199.0,0
Nurturing,Outbound,BDR,Sales,5,2,3,3,121,638,33.0,16.0,1
Qualified,Trade Show,SDR,Sales,5,3,2,2,1271,55,-944.0,-973.0,1
Qualified,Web,AE,Sales,5,3,2,2,106,622,-123.0,-128.0,1
Nurturing,Event,BDR,Sales,7,6,1,2,838,-493,-810.0,-819.0,1
Nurturing,Outbound,BDR,Sales,3,1,2,0,1035,-261,-778.0,-782.0,1
Working,Outbound,BDR,Sales,5,1,4,1,601,-572,-574.0,-576.0,0
Working,Outbound,BDR,Sales,4,4,0,1,460,631,54.0,24.0,0
Nurturing,Web,AE,Sales,3,2,1,0,1301,-1369,-990.0,-997.0,0
Qualified,Outbound,BDR,Sales,10,8,2,6,601,927,-562.0,-575.0,0
Qualified,Trade Show,SDR,Sales,4,1,3,1,198,1087,-52.0,-68.0,0
Open,Partner Referral,SDR,Sales,1,1,0,1,1290,159,-1284.0,-1293.0,0
Nurturing,Partner Referral,BDR,Sales,1,1,0,0,175,439,443.0,434.0,0
Working,Web,SDR,Sales,5,5,0,0,523,484,-411.0,-420.0,1
Nurturing,Trade Show,SDR,Sales,5,3,2,3,1029,409,-920.0,-940.0,0
Qualified,Event,SDR,Sales,5,2,3,3,134,873,-132.0,-152.0,1
Open,Trade Show,SDR,Sales,7,5,2,6,834,298,-852.0,-863.0,1
Working,Web,BDR,Sales,4,3,1,1,1007,-315,-929.0,-956.0,0
Nurturing,Outbound,SDR,Sales,2,0,2,0,40,-27,-1.0,-2.0,1
Working,Inbound,BDR,Sales,4,3,1,1,212,363,-111.0,-130.0,0
Open,Outbound,BDR,Sales,6,5,1,3,742,251,-505.0,-511.0,1
Nurturing,Web,AE,Sales,3,0,3,2,774,-477,-507.0,-514.0,1
Open,Trade Show,SDR,Sales,2,2,0,1,192,1195,798.0,777.0,1
Qualified,Trade Show,BDR,Sales,3,2,1,1,525,-523,-505.0,-531.0,0
Open,Web,BDR,Sales,6,3,3,3,780,-364,-730.0,-748.0,1
Nurturing,Partner Referral,BDR,Sales,3,3,0,1,1232,-872,-979.0,-987.0,0
Open,Outbound,SDR,Sales,2,1,1,2,264,176,532.0,527.0,1
Nurturing,Outbound,SDR,Sales,5,3,2,2,570,-130,-255.0,-273.0,1
Qualified,Partner Referral,SDR,Sales,6,4,2,3,101,86,69.0,41.0,0
Qualified,Trade Show,SDR,Sales,0,0,0,0,493,-478,,,1
Working,Inbound,BDR,Sales,3,0,3,0,1028,323,-1006.0,-1009.0,0
Qualified,Inbound,BDR,Sales,5,2,3,2,573,199,-506.0,-512.0,0
Open,Partner Referral,AE,Sales,1,0,1,0,801,-872,184.0,156.0,1
Nurturing,Web,SDR,Sales,10,5,5,5,1366,-357,-1369.0,-1379.0,0
Nurturing,Partner Referral,SDR,Sales,3,1,2,0,118,1063,-53.0,-66.0,0
Working,Inbound,AE,Sales,2,2,0,0,609,-395,-453.0,-479.0,0
Qualified,Trade Show,SDR,Sales,2,2,0,0,1329,94,-990.0,-1016.0,1
Qualified,Partner Referral,SDR,Sales,3,2,1,1,88,-75,114.0,91.0,1
Open,Outbound,BDR,Sales,2,1,1,1,149,1394,163.0,134.0,1
Qualified,Inbound,AE,Sales,5,4,1,1,453,850,-457.0,-472.0,1
Open,Web,BDR,Sales,2,1,1,0,1226,-1295,-176.0,-194.0,1
Nurturing,Web,AE,Sales,4,2,2,3,1346,-799,-780.0,-798.0,0
Open,Partner Referral,SDR,Sales,6,4,2,2,1420,115,-919.0,-944.0,0
Nurturing,Web,SDR,Sales,3,3,0,0,465,-324,-435.0,-457.0,1
Qualified,Outbound,AE,Sales,2,0,2,1,506,346,-329.0,-359.0,0
Nurturing,Trade Show,SDR,Sales,4,2,2,0,375,450,-104.0,-134.0,0
Qualified,Partner Referral,SDR,Sales,6,3,3,3,900,549,-797.0,-809.0,1
Nurturing,Web,SDR,Sales,6,5,1,2,1178,299,-529.0,-556.0,1
Open,Event,BDR,Sales,2,2,0,2,1049,-1047,-633.0,-661.0,1
Working,Inbound,BDR,Sales,5,2,3,2,943,-47,-811.0,-834.0,0
Working,Inbound,SDR,Sales,6,2,4,4,140,644,139.0,133.0,0
Nurturing,Partner Referral,SDR,Sales,4,1,3,1,1381,-1191,-770.0,-787.0,0
Qualified,Partner Referral,BDR,Sales,3,2,1,1,287,575,57.0,56.0,0
Nurturing,Outbound,AE,Sales,2,1,1,0,956,189,-872.0,-883.0,1
Working,Trade Show,BDR,Sales,2,1,1,1,1238,-1209,-1050.0,-1061.0,0
Qualified,Trade Show,AE,Sales,3,1,2,1,1000,-104,-931.0,-957.0,1
Nurturing,Trade Show,AE,Sales,1,0,1,1,73,655,648.0,635.0,1
Qualified,Inbound,BDR,Sales,4,2,2,1,1321,-1,-1278.0,-1296.0,1
Nurturing,Partner Referral,BDR,Sales,6,2,4,3,232,270,290.0,271.0,1
Nurturing,Outbound,BDR,Sales,2,0,2,0,1071,-312,-386.0,-399.0,0
Nurturing,Event,SDR,Sales,3,1,2,1,333,-318,198.0,171.0,1
Open,Outbound,SDR,Sales,1,1,0,1,204,350,470.0,468.0,1
Open,Inbound,AE,Sales,4,2,2,0,1284,-873,-734.0,-743.0,0
Working,Trade Show,BDR,Sales,5,3,2,4,1219,-450,-1195.0,-1218.0,1
Qualified,Partner Referral,BDR,Sales,3,0,3,1,769,322,-126.0,-144.0,0
Nurturing,Trade Show,BDR,Sales,1,1,0,0,531,-12,414.0,387.0,1
Qualified,Inbound,AE,Sales,3,2,1,1,434,-165,-128.0,-157.0,1
Nurturing,Event,BDR,Sales,5,3,2,3,1151,-136,-753.0,-764.0,0
Working,Outbound,BDR,Sales,4,2,2,0,736,-172,-644.0,-663.0,1
Open,Inbound,BDR,Sales,1,1,0,0,1389,-298,-945.0,-974.0,1
Qualified,Event,SDR,Sales,4,2,2,1,1281,-1094,-618.0,-640.0,1
Qualified,Trade Show,SDR,Sales,4,2,2,0,278,5,-187.0,-197.0,0
Qualified,Event,BDR,Sales,3,1,2,3,867,688,-467.0,-475.0,0
Open,Trade Show,BDR,Sales,3,0,3,1,423,755,-229.0,-238.0,0
Nurturing,Trade Show,BDR,Sales,3,0,3,0,1365,-593,-799.0,-816.0,0
Open,Inbound,BDR,Sales,4,2,2,2,304,493,-43.0,-54.0,1
Nurturing,Outbound,SDR,Sales,1,0,1,0,259,244,-108.0,-114.0,1
Nurturing,Web,BDR,Sales,2,1,1,1,1146,-454,-780.0,-806.0,1
Nurturing,Web,SDR,Sales,6,5,1,1,276,926,-260.0,-289.0,0
Nurturing,Trade Show,BDR,Sales,2,1,1,0,186,743,268.0,265.0,0
Nurturing,Inbound,BDR,Sales,3,1,2,0,755,42,-762.0,-777.0,0
Nurturing,Outbound,BDR,Sales,2,0,2,0,780,-44,-456.0,-485.0,1
Qualified,Trade Show,BDR,Sales,6,4,2,0,671,350,-556.0,-583.0,1
Open,Trade Show,SDR,Sales,6,1,5,3,535,1116,-460.0,-477.0,0
Working,Event,SDR,Sales,2,2,0,0,1432,-1326,-806.0,-826.0,1
Qualified,Inbound,SDR,Sales,3,1,2,1,612,-329,-577.0,-594.0,0
Qualified,Inbound,BDR,Sales,5,2,3,3,1382,-1267,-1049.0,-1058.0,1
Open,Partner Referral,BDR,Sales,6,4,2,1,406,368,-353.0,-379.0,0
Nurturing,Trade Show,SDR,Sales,4,3,1,1,122,1242,337.0,330.0,1
Qualified,Inbound,SDR,Sales,6,4,2,2,510,-361,-470.0,-481.0,1
Nurturing,Partner Referral,BDR,Sales,3,1,2,0,307,38,362.0,350.0,1
Nurturing,Event,BDR,Sales,2,0,2,1,716,591,-90.0,-110.0,1
Working,Trade Show,SDR,Sales,6,4,2,4,753,254,-721.0,-734.0,0
Working,Web,BDR,Sales,3,2,1,1,641,-139,410.0,396.0,1
Working,Inbound,SDR,Sales,8,3,5,3,1261,334,-1092.0,-1120.0,1
Nurturing,Outbound,BDR,Sales,6,3,3,3,949,72,-973.0,-975.0,0
Nurturing,Partner Referral,BDR,Sales,0,0,0,0,1338,312,,,1
Open,Web,SDR,Sales,2,1,1,2,784,746,-515.0,-522.0,1
Open,Inbound,BDR,Sales,2,1,1,0,1267,-1152,-1232.0,-1240.0,1
Open,Event,BDR,Sales,3,2,1,1,339,371,-230.0,-255.0,0
Nurturing,Trade Show,AE,Sales,6,3,3,3,23,1093,44.0,34.0,0
Nurturing,Event,SDR,Sales,3,2,1,0,173,570,418.0,416.0,1
Nurturing,Inbound,SDR,Sales,4,2,2,1,473,708,-344.0,-361.0,0
Working,Event,SDR,Sales,3,1,2,1,181,1206,443.0,427.0,1
Open,Partner Referral,SDR,Sales,6,6,0,2,1425,-1101,-1440.0,-1444.0,0
Open,Inbound,SDR,Sales,4,3,1,3,67,1382,55.0,54.0,0
Qualified,Trade Show,BDR,Sales,7,2,5,3,133,1097,-122.0,-148.0,0
Open,Inbound,BDR,Sales,4,2,2,0,1311,40,-1226.0,-1239.0,1
Qualified,Web,AE,Sales,1,1,0,0,1228,292,-313.0,-322.0,1
Working,Event,BDR,Sales,5,5,0,0,894,784,-846.0,-852.0,1
Open,Inbound,SDR,Sales,6,3,3,5,1209,-446,-1158.0,-1184.0,0
Working,Web,BDR,Sales,3,1,2,1,271,309,392.0,381.0,1
Nurturing,Partner Referral,BDR,Sales,1,0,1,0,1264,-1235,-1221.0,-1224.0,0
Nurturing,Event,AE,Sales,5,4,1,1,1158,-165,-1109.0,-1111.0,1
Nurturing,Event,BDR,Sales,6,3,3,0,279,131,-281.0,-292.0,1
Qualified,Trade Show,SDR,Sales,2,0,2,0,492,15,-2.0,-11.0,1
Qualified,Partner Referral,BDR,Sales,2,1,1,1,1383,-609,-428.0,-449.0,0
Qualified,Partner Referral,SDR,Sales,0,0,0,0,913,96,,,0
Working,Inbound,SDR,Sales,5,2,3,4,815,572,-393.0,-408.0,1
Open,Event,SDR,Sales,2,1,1,0,1302,-306,-938.0,-953.0,0
Qualified,Trade Show,SDR,Sales,4,2,2,2,1389,-966,-823.0,-826.0,1
Nurturing,Trade Show,BDR,Sales,1,0,1,1,16,486,1414.0,1385.0,1
Nurturing,Outbound,SDR,Sales,9,3,6,5,422,904,-385.0,-408.0,1
Nurturing,Partner Referral,SDR,Sales,6,3,3,2,1124,-1018,-631.0,-633.0,0
Qualified,Outbound,BDR,Sales,2,2,0,1,752,718,-421.0,-432.0,0
Nurturing,Inbound,BDR,Sales,2,2,0,0,774,-272,-227.0,-246.0,0
Nurturing,Outbound,BDR,Sales,2,1,1,0,1431,-365,-543.0,-548.0,1
Nurturing,Trade Show,AE,Sales,2,2,0,0,662,366,-321.0,-343.0,1
Working,Trade Show,BDR,Sales,2,0,2,0,493,-413,-456.0,-480.0,0
Nurturing,Partner Referral,BDR,Sales,2,0,2,0,605,105,66.0,48.0,1
Open,Inbound,SDR,Sales,1,1,0,1,374,129,317.0,308.0,1
Working,Trade Show,AE,Sales,4,2,2,1,794,-511,-781.0,-793.0,0
Working,Web,SDR,Sales,6,3,3,1,560,-454,54.0,40.0,0
Open,Web,SDR,Sales,8,3,5,2,849,-102,-724.0,-726.0,0
Working,Trade Show,BDR,Sales,3,2,1,2,871,233,20.0,16.0,1
Working,Event,BDR,Sales,2,1,1,2,1244,-14,-248.0,-272.0,1
Working,Web,SDR,Sales,6,2,4,3,275,-197,-40.0,-70.0,1
Qualified,Trade Show,AE,Sales,1,1,0,0,48,804,946.0,917.0,0
Qualified,Trade Show,SDR,Sales,3,2,1,0,151,-73,925.0,907.0,0
Nurturing,Partner Referral,BDR,Sales,6,2,4,4,502,1148,-495.0,-518.0,0
Open,Trade Show,BDR,Sales,3,1,2,2,480,964,-181.0,-182.0,1
Working,Outbound,SDR,Sales,4,2,2,1,1193,9,-1008.0,-1032.0,0
Working,Trade Show,SDR,Sales,7,5,2,0,811,743,-770.0,-795.0,0
Qualified,Inbound,SDR,Sales,3,2,1,3,122,754,225.0,208.0,0
Open,Partner Referral,SDR,Sales,6,2,4,2,905,147,-785.0,-801.0,1
Qualified,Event,AE,Sales,4,0,4,1,574,-166,-344.0,-350.0,0
Open,Web,BDR,Sales,2,1,1,1,97,517,615.0,602.0,1
Nurturing,Trade Show,BDR,Sales,1,1,0,0,1452,-950,-610.0,-617.0,1
Working,Event,SDR,Sales,6,5,1,2,1133,-783,-996.0,-1011.0,1
Working,Trade Show,BDR,Sales,4,4,0,2,148,172,97.0,79.0,1
Qualified,Web,AE,Sales,8,4,4,4,1283,-442,-921.0,-934.0,0
Qualified,Trade Show,BDR,Sales,1,0,1,0,109,650,786.0,783.0,1
Working,Inbound,BDR,Sales,2,0,2,1,931,513,-784.0,-811.0,1
Open,Web,BDR,Sales,1,0,1,1,1417,-1381,-59.0,-75.0,0
Working,Partner Referral,SDR,Sales,2,2,0,1,559,237,-203.0,-229.0,1
Nurturing,Inbound,BDR,Sales,3,1,2,0,675,632,-629.0,-645.0,0
Open,Outbound,BDR,Sales,2,1,1,1,1099,-984,-429.0,-433.0,1
Open,Event,SDR,Sales,3,1,2,0,1221,105,-783.0,-813.0,1
Working,Outbound,SDR,Sales,4,0,4,1,198,1128,54.0,35.0,1
Qualified,Inbound,BDR,Sales,4,4,0,1,571,-161,-22.0,-42.0,0
